collection,gpp_no,accession_number,culture_general,culture_specific,country_production,region_production,date_earliest,mean_date,date_latest,period,art_period,dynasty,dynasty_simple,reign,material,technique,description,ware,maker,object_type,dimensions,N_gpp_no
bapd,bapd_1008691,"basel, antikenmuseum und sammlung ludwig: bs1953.09",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008940,"paris, musée du louvre: a266",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_belly_handled,NA,1
bapd,bapd_1008942,"paris, musée du louvre: a514",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1008945,"paris, musée du louvre: ca3476",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008947,"paris, musée du louvre: ca3318",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008949,"paris, musée du louvre: ca1814",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008952,"paris, musée du louvre: a566",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,hydria,NA,1
bapd,bapd_1008959,"paris, musée du louvre: ca3452",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008960,"paris, musée du louvre: ca1821",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008961,"paris, musée du louvre: ca2509",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008962,"paris, musée du louvre: ca2999",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008969,"paris, musée du louvre: ca1940",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1008970,"paris, musée du louvre: ca2506",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1008971,"paris, musée du louvre: ca1823",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1008972,"paris, musée du louvre: ca3283",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008974,"paris, musée du louvre: a511",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1008976,"paris, musée du louvre: ca1333",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,hydria,NA,1
bapd,bapd_1008979,"paris, musée du louvre: n3085",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008985,"paris, musée du louvre: ca1893",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008989,"paris, musée du louvre: ca3256",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1009048,"paris, musée du louvre: a568",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1009056,"paris, musée du louvre: ca3264",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1009571,"paris, musée du louvre: ca2946",european,greek,greece,cyclades,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1010294,"geneva, musée d'art et d'histoire: 19301",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010297,"geneva, musée d'art et d'histoire: 19302",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010376,"athens, national museum: 21206",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010380,"athens, national museum: 21355",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010382,"athens, national museum: 21189",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010385,"athens, national museum: 21353",european,greek,greece,melos,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_melian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010387,"athens, national museum: 21354",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010391,"athens, national museum: 21166",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010408,"athens, national museum: 18126",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010421,"athens, national museum: 21366",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010424,"athens, national museum: 18533",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphoriskos,NA,1
bapd,bapd_1010425,"athens, national museum: 21274",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphoriskos,NA,1
bapd,bapd_1010431,"athens, national museum: 218",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_shoulder-handled,NA,1
bapd,bapd_1010446,"athens, national museum: 805",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_outline,NA,NA,NA,amphora_belly_handled,NA,1
bapd,bapd_1010448,"athens, national museum: 27887",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphoriskos,NA,1
bapd,bapd_1010452,"athens, national museum: 21186",european,greek,greece,melos,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_melian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010465,"geneva, musée d'art et d'histoire: 4904",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric_outline,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010821,"athens, national museum: 15311",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010824,"athens, national museum: 15314 | athens, national museum: 3799",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010834,"athens, national museum: 15323 | athens, national museum: 3799",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010835,"athens, national museum: 15324 | athens, national museum: 3800",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010836,"athens, national museum: 15325",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010838,"athens, national museum: 15327",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010841,"athens, national museum: 14431",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_1010843,"athens, national museum: 14432",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_1010844,"athens, national museum: 10965",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010845,"athens, national museum: 10964",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,hydria,NA,1
bapd,bapd_1010847,"athens, national museum: 11023",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora,NA,1
bapd,bapd_1010849,"athens, national museum: 10995",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,hydria,NA,1
bapd,bapd_1010850,"athens, national museum: 10966",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010851,"athens, national museum: 11001",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010852,"athens, national museum: 11006",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010853,"athens, national museum: 11004",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010855,"athens, national museum: 11005",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010856,"athens, national museum: 11003",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010857,"athens, national museum: 11007",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010858,"athens, national museum: 11017",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010859,"athens, national museum: 11012",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010860,"athens, national museum: 11014",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010861,"athens, national museum: 11013",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010862,"athens, national museum: 11008",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010863,"athens, national museum: 11002",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010864,"athens, national museum: 11017",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010865,"athens, national museum: 11016",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010866,"athens, national museum: 11010",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010867,"athens, national museum: 11018",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010868,"athens, national museum: 10998",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora,NA,1
bapd,bapd_1010869,"athens, national museum: 11029",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010871,"athens, national museum: 11009",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010872,"athens, national museum: 11019",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora,NA,1
bapd,bapd_1010873,"athens, national museum: 10992",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora,NA,1
bapd,bapd_1010874,"athens, national museum: 10901",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora,NA,1
bapd,bapd_1010876,"athens, national museum: 10993",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora,NA,1
bapd,bapd_1010877,"athens, national museum: 10997",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora,NA,1
bapd,bapd_1010900,"athens, national museum: 10967",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,krater,NA,1
bapd,bapd_1010913,"athens, national museum: 226",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010914,"athens, national museum: 811 | athens, national museum: 1524b",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1011203,"brussels, musées royaux: a1506",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,amphora_belly_handled,NA,1
bapd,bapd_1011204,"brussels, musées royaux: a1941",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1011205,"brussels, musées royaux: a1701",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1011206,"brussels, musées royaux: a1702",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1011427,"brussels, musées royaux: a2145",european,greek,greece,boeotia,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,boeotian_silhouette,NA,NA,NA,lekythos,NA,1
bapd,bapd_1011452,"brussels, musées royaux: a1677",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1011455,"brussels, musées royaux: a1678",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,aryballos,NA,1
bapd,bapd_1011462,"brussels, musées royaux: a1942",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1011465,"brussels, musées royaux: a1676",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1011466,"brussels, musées royaux: a2110",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1011467,"brussels, musées royaux: a2114",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012074,"warsaw, national museum: 138516",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012075,"warsaw, national museum: 198508",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012076,"warsaw, national museum: 199181",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_outline,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1012077,"warsaw, national museum: 138491",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012174,"dunedin (n.z.), otago museum: e57.155",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012175,"dunedin (n.z.), otago museum: e48.193",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_outline,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1012178,"wellington (n.z.), national museum: c7",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012181,"dunedin (n.z.), otago museum: e48.194",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012182,"dunedin (n.z.), otago museum: e50.1",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1012185,"wellington (n.z.), victoria university: 1950a24",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1012548,"athens, national museum: 1802",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,krater,NA,1
bapd,bapd_1012550,"athens, national museum: 17497",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012551,"athens, national museum: 17470",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,hydria,NA,1
bapd,bapd_1012552,"athens, national museum: 17457",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1012835,"bucharest, mirsr: 03218",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1012836,"bucharest, mirsr: 03214",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_outline,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1012837,"bucharest, mirsr: 01186",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,aryballos,NA,1
bapd,bapd_1012838,"bucharest, mirsr: 67",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1012839,"bucharest, mirsr: 03217",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1012846,"bucharest, mirsr: 18",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,aryballos,NA,1
bapd,bapd_1013045,"copenhagen, national museum",european,greek,greece,thera,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_theran_geometric,NA,NA,NA,amphora_neck,NA,1
